id;dateutc;competition;season; stadiums_id;home_club;away_club;winner;goal_by_home_club;goal_by_away_club
284;25.10.2017 18:45;Italian first division;2017;745;Fiorentina;Torino;Fiorentina;3;0
308;15.10.2017 10:30;Italian first division;2017;745;Fiorentina;Udinese;Fiorentina;2;1
349;16.09.2017 16:00;Italian first division;2017;745;Fiorentina;Bologna;Fiorentina;2;1
362;27.08.2017 18:45;Italian first division;2017;745;Fiorentina;Sampdoria;Sampdoria;1;2
33;29.04.2018 13:00;Italian first division;2018;747;Atalanta;Genoa;Atalanta;3;1
45;22.04.2018 13:00;Italian first division;2018;747;Atalanta;Torino;Atalanta;2;1
86;3.04.2018 16:30;Italian first division;2018;747;Atalanta;Sampdoria;Sampdoria;1;2
95;31.03.2018 13:00;Italian first division;2018;747;Atalanta;Udinese;Atalanta;2;0
152;4.02.2018 14:00;Italian first division;2018;747;Atalanta;Chievo;Atalanta;1;0
181;21.01.2018 11:30;Italian first division;2018;747;Atalanta;Napoli;Napoli;0;1
194;30.12.2017 14:00;Italian first division;2017;747;Atalanta;Cagliari;Cagliari;1;2
242;27.11.2017 19:45;Italian first division;2017;747;Atalanta;Benevento;Atalanta;1;0
289;25.10.2017 16:30;Italian first division;2017;747;Atalanta;Hellas Verona;Atalanta;3;0
293;22.10.2017 13:00;Italian first division;2017;747;Atalanta;Bologna;Atalanta;1;0
331;20.09.2017 18:45;Italian first division;2017;747;Atalanta;Crotone;Atalanta;5;1
354;10.09.2017 13:00;Italian first division;2017;747;Atalanta;Sassuolo;Atalanta;2;1
377;20.08.2017 16:00;Italian first division;2017;747;Atalanta;Roma;Roma;0;1
19;12.05.2018 16:00;Italian first division;2018;1823;Benevento;Genoa;Benevento;1;0
58;18.04.2018 16:00;Italian first division;2018;1823;Benevento;Atalanta;Atalanta;0;3
79;7.04.2018 13:00;Italian first division;2018;1823;Benevento;Juventus;Juventus;2;4
83;4.04.2018 15:00;Italian first division;2018;1823;Benevento;Hellas Verona;Benevento;3;0
100;18.03.2018 14:00;Italian first division;2018;1823;Benevento;Cagliari;Cagliari;1;2
133;18.02.2018 14:00;Italian first division;2018;1823;Benevento;Crotone;Benevento;3;2
151;4.02.2018 19:45;Italian first division;2018;1823;Benevento;Napoli;Napoli;0;2
187;6.01.2018 14:00;Italian first division;2018;1823;Benevento;Sampdoria;Benevento;3;2
195;30.12.2017 14:00;Italian first division;2017;1823;Benevento;Chievo;Benevento;1;0
213;17.12.2017 17:00;Italian first division;2017;1823;Benevento;SPAL;SPAL;1;2
254;19.11.2017 14:00;Italian first division;2017;1823;Benevento;Sassuolo;Sassuolo;1;2
278;29.10.2017 11:30;Italian first division;2017;1823;Benevento;Lazio;Lazio;1;5
294;22.10.2017 13:00;Italian first division;2017;1823;Benevento;Fiorentina;Fiorentina;0;3
313;1.10.2017 13:00;Italian first division;2017;1823;Benevento;Internazionale;Internazionale;1;2
339;20.09.2017 16:00;Italian first division;2017;1823;Benevento;Roma;Roma;0;4
352;10.09.2017 16:00;Italian first division;2017;1823;Benevento;Torino;Torino;0;1
368;26.08.2017 16:00;Italian first division;2017;1823;Benevento;Bologna;Bologna;0;1
8;20.05.2018 13:00;Italian first division;2018;762;Genoa;Torino;Torino;1;2
11;13.05.2018 18:45;Italian first division;2018;762;Sampdoria;Napoli;Napoli;0;2
25;6.05.2018 13:00;Italian first division;2018;762;Genoa;Fiorentina;Fiorentina;2;3
32;29.04.2018 13:00;Italian first division;2018;762;Sampdoria;Cagliari;Sampdoria;4;1
40;23.04.2018 18:45;Italian first division;2018;762;Genoa;Hellas Verona;Genoa;3;1
50;18.04.2018 18:45;Italian first division;2018;762;Sampdoria;Bologna;Sampdoria;1;0
67;14.04.2018 16:00;Italian first division;2018;762;Genoa;Crotone;Genoa;1;0
84;3.04.2018 16:30;Italian first division;2018;762;Genoa;Cagliari;Genoa;2;1
104;18.03.2018 11:30;Italian first division;2018;762;Sampdoria;Internazionale;Internazionale;0;5
109;11.03.2018 17:00;Italian first division;2018;762;Genoa;Milan;Milan;0;1
126;25.02.2018 14:00;Italian first division;2018;762;Sampdoria;Udinese;Sampdoria;2;1
137;17.02.2018 19:45;Italian first division;2018;762;Genoa;Internazionale;Genoa;2;0
143;11.02.2018 14:00;Italian first division;2018;762;Sampdoria;Hellas Verona;Sampdoria;2;0
166;28.01.2018 14:00;Italian first division;2018;762;Genoa;Udinese;Udinese;0;1
178;21.01.2018 14:00;Italian first division;2018;762;Sampdoria;Fiorentina;Sampdoria;3;1
188;6.01.2018 14:00;Italian first division;2018;762;Genoa;Sassuolo;Genoa;1;0
198;30.12.2017 14:00;Italian first division;2017;762;Sampdoria;SPAL;Sampdoria;2;0
204;23.12.2017 14:00;Italian first division;2017;762;Genoa;Benevento;Genoa;1;0
217;17.12.2017 14:00;Italian first division;2017;762;Sampdoria;Sassuolo;Sassuolo;0;1
222;12.12.2017 18:00;Italian first division;2017;762;Genoa;Atalanta;Atalanta;1;2
234;3.12.2017 19:45;Italian first division;2017;762;Sampdoria;Lazio;Lazio;1;2
255;19.11.2017 14:00;Italian first division;2017;762;Sampdoria;Juventus;Sampdoria;3;2
269;4.11.2017 19:45;Italian first division;2017;762;Genoa;Sampdoria;Sampdoria;0;2
275;29.10.2017 14:00;Italian first division;2017;762;Sampdoria;Chievo;Sampdoria;4;1
285;25.10.2017 18:45;Italian first division;2017;762;Genoa;Napoli;Napoli;2;3
300;21.10.2017 16:00;Italian first division;2017;762;Sampdoria;Crotone;Sampdoria;5;0
306;15.10.2017 13:00;Italian first division;2017;762;Sampdoria;Atalanta;Sampdoria;3;1
319;30.09.2017 18:45;Italian first division;2017;762;Genoa;Bologna;Bologna;0;1
327;24.09.2017 10:30;Italian first division;2017;762;Sampdoria;Milan;Sampdoria;2;0
341;17.09.2017 18:45;Italian first division;2017;762;Genoa;Lazio;Lazio;2;3
369;26.08.2017 16:00;Italian first division;2017;762;Genoa;Juventus;Juventus;2;4
374;20.08.2017 18:45;Italian first division;2017;762;Sampdoria;Benevento;Sampdoria;2;1
37;29.04.2018 10:30;Italian first division;2018;1821;Crotone;Sassuolo;Crotone;4;1
72;8.04.2018 13:00;Italian first division;2018;1821;Crotone;Bologna;Crotone;1;0
103;18.03.2018 14:00;Italian first division;2018;1821;Crotone;Roma;Roma;0;2
112;11.03.2018 14:00;Italian first division;2018;1821;Crotone;Sampdoria;Crotone;4;1
127;25.02.2018 11:30;Italian first division;2018;1821;Crotone;SPAL;SPAL;2;3
201;29.12.2017 19:45;Italian first division;2017;1821;Crotone;Napoli;Napoli;0;1
215;17.12.2017 14:00;Italian first division;2017;1821;Crotone;Chievo;Crotone;1;0
233;4.12.2017 18:00;Italian first division;2017;1821;Crotone;Udinese;Udinese;0;3
259;19.11.2017 11:30;Italian first division;2017;1821;Crotone;Genoa;Genoa;0;1
273;29.10.2017 14:00;Italian first division;2017;1821;Crotone;Fiorentina;Crotone;2;1
324;24.09.2017 13:00;Italian first division;2017;1821;Crotone;Benevento;Crotone;2;0
350;16.09.2017 13:00;Italian first division;2017;1821;Crotone;Internazionale;Internazionale;0;2
371;20.08.2017 18:45;Italian first division;2017;1821;Crotone;Milan;Milan;0;3
3;20.05.2018 16:00;Italian first division;2018;763;Chievo;Benevento;Chievo;1;0
17;13.05.2018 13:00;Italian first division;2018;763;Hellas Verona;Udinese;Udinese;0;1
24;6.05.2018 13:00;Italian first division;2018;763;Chievo;Crotone;Chievo;2;1
35;29.04.2018 13:00;Italian first division;2018;763;Hellas Verona;SPAL;SPAL;1;3
43;22.04.2018 13:00;Italian first division;2018;763;Chievo;Internazionale;Internazionale;1;2
56;18.04.2018 17:45;Italian first division;2018;763;Hellas Verona;Sassuolo;Sassuolo;0;1
73;8.04.2018 13:00;Italian first division;2018;763;Hellas Verona;Cagliari;Hellas Verona;1;0
89;31.03.2018 16:00;Italian first division;2018;763;Chievo;Sampdoria;Chievo;2;1
99;18.03.2018 14:00;Italian first division;2018;763;Hellas Verona;Atalanta;Atalanta;0;5
116;10.03.2018 19:45;Italian first division;2018;763;Hellas Verona;Chievo;Hellas Verona;1;0
125;25.02.2018 14:00;Italian first division;2018;763;Hellas Verona;Torino;Hellas Verona;2;1
138;17.02.2018 17:00;Italian first division;2018;763;Chievo;Cagliari;Chievo;2;1
142;11.02.2018 14:00;Italian first division;2018;763;Chievo;Genoa;Genoa;0;1
157;4.02.2018 11:30;Italian first division;2018;763;Hellas Verona;Roma;Roma;0;1
168;27.01.2018 19:45;Italian first division;2018;763;Chievo;Juventus;Juventus;0;2
177;21.01.2018 14:00;Italian first division;2018;763;Hellas Verona;Crotone;Crotone;0;3
192;30.12.2017 19:45;Italian first division;2017;763;Hellas Verona;Juventus;Juventus;1;3
211;22.12.2017 17:00;Italian first division;2017;763;Chievo;Bologna;Bologna;2;3
218;17.12.2017 11:30;Italian first division;2017;763;Hellas Verona;Milan;Hellas Verona;3;0
232;4.12.2017 20:00;Italian first division;2017;763;Hellas Verona;Genoa;Genoa;0;1
249;25.11.2017 17:00;Italian first division;2017;763;Chievo;SPAL;Chievo;2;1
252;20.11.2017 19:45;Italian first division;2017;763;Hellas Verona;Bologna;Bologna;2;3
271;30.10.2017 19:45;Italian first division;2017;763;Hellas Verona;Internazionale;Internazionale;1;2
283;25.10.2017 18:45;Italian first division;2017;763;Chievo;Milan;Milan;1;4
298;22.10.2017 10:30;Italian first division;2017;763;Chievo;Hellas Verona;Chievo;3;2
301;16.10.2017 18:45;Italian first division;2017;763;Hellas Verona;Benevento;Hellas Verona;1;0
314;1.10.2017 13:00;Italian first division;2017;763;Chievo;Fiorentina;Chievo;2;1
325;24.09.2017 13:00;Italian first division;2017;763;Hellas Verona;Lazio;Lazio;0;3
356;10.09.2017 13:00;Italian first division;2017;763;Hellas Verona;Fiorentina;Fiorentina;0;5
360;27.08.2017 18:45;Italian first division;2017;763;Chievo;Lazio;Lazio;1;2
378;19.08.2017 18:45;Italian first division;2017;763;Hellas Verona;Napoli;Napoli;1;3
7;20.05.2018 16:00;Italian first division;2018;768;SPAL;Sampdoria;SPAL;3;1
23;6.05.2018 13:00;Italian first division;2018;768;SPAL;Benevento;SPAL;2;0
49;21.04.2018 13:00;Italian first division;2018;768;SPAL;Roma;Roma;0;3
120;3.03.2018 14:00;Italian first division;2018;768;SPAL;Bologna;SPAL;1;0
148;10.02.2018 14:00;Italian first division;2018;768;SPAL;Milan;Milan;0;4
186;6.01.2018 14:00;Italian first division;2018;768;SPAL;Lazio;Lazio;2;5
276;29.10.2017 14:00;Italian first division;2017;768;SPAL;Genoa;SPAL;1;0
296;22.10.2017 13:00;Italian first division;2017;768;SPAL;Sassuolo;Sassuolo;0;1
329;23.09.2017 16:00;Italian first division;2017;768;SPAL;Napoli;Napoli;2;3
345;17.09.2017 13:00;Italian first division;2017;768;SPAL;Cagliari;Cagliari;0;2
14;13.05.2018 13:00;Italian first division;2018;776;Bologna;Chievo;Chievo;1;2
34;29.04.2018 13:00;Italian first division;2018;776;Bologna;Milan;Milan;1;2
63;15.04.2018 13:00;Italian first division;2018;776;Bologna;Hellas Verona;Bologna;2;0
110;11.03.2018 14:00;Italian first division;2018;776;Bologna;Atalanta;Atalanta;0;1
129;24.02.2018 17:00;Italian first division;2018;776;Bologna;Genoa;Bologna;2;0
134;18.02.2018 14:00;Italian first division;2018;776;Bologna;Sassuolo;Bologna;2;1
153;4.02.2018 14:00;Italian first division;2018;776;Bologna;Fiorentina;Fiorentina;1;2
175;21.01.2018 14:00;Italian first division;2018;776;Bologna;Benevento;Bologna;3;0
196;30.12.2017 14:00;Italian first division;2017;776;Bologna;Udinese;Udinese;1;2
214;17.12.2017 14:00;Italian first division;2017;776;Bologna;Juventus;Juventus;0;3
251;25.11.2017 14:00;Italian first division;2017;776;Bologna;Sampdoria;Bologna;3;0
270;4.11.2017 17:00;Italian first division;2017;776;Bologna;Crotone;Crotone;2;3
281;25.10.2017 18:45;Italian first division;2017;776;Bologna;Lazio;Lazio;1;2
303;15.10.2017 13:00;Italian first division;2017;776;Bologna;SPAL;Bologna;2;1
351;10.09.2017 18:45;Italian first division;2017;776;Bologna;Napoli;Napoli;0;3
365;27.08.2017 18:45;Italian first division;2017;776;SPAL;Udinese;SPAL;3;2
5;20.05.2018 16:00;Italian first division;2018;780;Napoli;Crotone;Napoli;2;1
57;18.04.2018 18:45;Italian first division;2018;780;Napoli;Udinese;Napoli;4;2
74;8.04.2018 13:00;Italian first division;2018;780;Napoli;Chievo;Napoli;2;1
98;18.03.2018 19:45;Italian first division;2018;780;Napoli;Genoa;Napoli;1;0
118;3.03.2018 19:45;Italian first division;2018;780;Napoli;Roma;Roma;2;4
135;18.02.2018 14:00;Italian first division;2018;780;Napoli;SPAL;Napoli;1;0
146;10.02.2018 19:45;Italian first division;2018;780;Napoli;Lazio;Napoli;4;1
163;28.01.2018 14:00;Italian first division;2018;780;Napoli;Bologna;Napoli;3;1
185;6.01.2018 14:00;Italian first division;2018;780;Napoli;Hellas Verona;Napoli;2;0
205;23.12.2017 14:00;Italian first division;2017;780;Napoli;Sampdoria;Napoli;3;2
240;1.12.2017 19:45;Italian first division;2017;780;Napoli;Juventus;Juventus;0;1
260;18.11.2017 19:45;Italian first division;2017;780;Napoli;Milan;Napoli;2;1
274;29.10.2017 14:00;Italian first division;2017;780;Napoli;Sassuolo;Napoli;3;1
318;1.10.2017 10:30;Italian first division;2017;780;Napoli;Cagliari;Napoli;3;0
344;17.09.2017 13:00;Italian first division;2017;780;Napoli;Benevento;Napoli;6;0
364;27.08.2017 18:45;Italian first division;2017;780;Napoli;Atalanta;Napoli;3;1
1533;5.05.2018 13:30;German first division;2018;538;Borussia M'gladbach;Freiburg;Borussia M'gladbach;3;1
1555;20.04.2018 18:30;German first division;2018;538;Borussia M'gladbach;Wolfsburg;Borussia M'gladbach;3;0
1571;7.04.2018 13:30;German first division;2018;538;Borussia M'gladbach;Hertha BSC;Borussia M'gladbach;2;1
1620;18.02.2018 17:00;German first division;2018;538;Borussia M'gladbach;Borussia Dortmund;Borussia Dortmund;0;1
1639;3.02.2018 17:30;German first division;2018;538;Borussia M'gladbach;RB Leipzig;RB Leipzig;0;1
1660;20.01.2018 14:30;German first division;2018;538;Borussia M'gladbach;Augsburg;Borussia M'gladbach;2;0
1681;15.12.2017 19:30;German first division;2017;538;Borussia M'gladbach;Hamburger SV;Borussia M'gladbach;3;1
1711;25.11.2017 17:30;German first division;2017;538;Borussia M'gladbach;Bayern Munchen;Borussia M'gladbach;2;1
1750;21.10.2017 13:30;German first division;2017;538;Borussia M'gladbach;Bayer Leverkusen;Bayer Leverkusen;1;5
1767;30.09.2017 13:30;German first division;2017;538;Borussia M'gladbach;Hannover 96;Borussia M'gladbach;2;1
1789;19.09.2017 16:30;German first division;2017;538;Borussia M'gladbach;Stuttgart;Borussia M'gladbach;2;0
1803;9.09.2017 13:30;German first division;2017;538;Borussia M'gladbach;Eintracht Frankfurt;Eintracht Frankfurt;0;1
1817;20.08.2017 16:00;German first division;2017;538;Borussia M'gladbach;Koln;Borussia M'gladbach;1;0
388;19.05.2018 19:00;French first division;2018;524;Toulouse;Guingamp;Toulouse;2;1
406;6.05.2018 15:00;French first division;2018;524;Toulouse;Lille;Lille;2;3
427;21.04.2018 18:00;French first division;2018;524;Toulouse;Angers SCO;Toulouse;2;0
447;7.04.2018 18:00;French first division;2018;524;Toulouse;Dijon;Dijon;0;1
470;11.03.2018 20:00;French first division;2018;524;Toulouse;Olympique Marseille;Olympique Marseille;1;2
519;10.02.2018 16:00;French first division;2018;524;Toulouse;PSG;PSG;0;1
537;27.01.2018 19:00;French first division;2018;524;Toulouse;Troyes;Toulouse;1;0
579;20.12.2017 19:50;French first division;2017;524;Toulouse;Olympique Lyonnais;Olympique Lyonnais;1;2
597;9.12.2017 19:00;French first division;2017;524;Toulouse;Caen;Toulouse;2;0
616;29.11.2017 18:00;French first division;2017;524;Toulouse;Nice;Nice;1;2
678;14.10.2017 18:00;French first division;2017;524;Toulouse;Amiens SC;Toulouse;1;0
709;15.09.2017 18:45;French first division;2017;524;Toulouse;Bordeaux;Bordeaux;0;1
727;26.08.2017 18:00;French first division;2017;524;Toulouse;Rennes;Toulouse;3;2
746;12.08.2017 18:00;French first division;2017;524;Toulouse;Montpellier;Toulouse;1;0
1157;6.05.2018 15:30;English first division;2018;432;Chelsea;Liverpool;Chelsea;1;0
1206;1.04.2018 15:00;English first division;2018;432;Chelsea;Tottenham Hotspur;Tottenham Hotspur;1;3
1223;10.03.2018 17:30;English first division;2018;432;Chelsea;Crystal Palace;Chelsea;2;1
1250;12.02.2018 20:00;English first division;2018;432;Chelsea;West Bromwich Albion;Chelsea;3;0
1273;31.01.2018 19:45;English first division;2018;432;Chelsea;AFC Bournemouth;AFC Bournemouth;0;3
1315;30.12.2017 15:00;English first division;2017;432;Chelsea;Stoke City;Chelsea;5;0
1324;26.12.2017 15:00;English first division;2017;432;Chelsea;Brighton & Hove Albion;Chelsea;2;0
1347;16.12.2017 15:00;English first division;2017;432;Chelsea;Southampton;Chelsea;1;0
1379;2.12.2017 12:30;English first division;2017;432;Chelsea;Newcastle United;Chelsea;3;1
1385;29.11.2017 19:45;English first division;2017;432;Chelsea;Swansea City;Chelsea;1;0
1410;5.11.2017 16:30;English first division;2017;432;Chelsea;Manchester United;Chelsea;1;0
1438;21.10.2017 11:30;English first division;2017;432;Chelsea;Watford;Chelsea;4;2
1453;30.09.2017 16:30;English first division;2017;432;Chelsea;Manchester City;Manchester City;0;1
1492;27.08.2017 12:30;English first division;2017;432;Chelsea;Everton;Chelsea;2;0
1513;12.08.2017 14:00;English first division;2017;432;Chelsea;Burnley;Burnley;2;3
1165;4.05.2018 19:00;English first division;2018;349;Brighton & Hove Albion;Manchester United;Brighton & Hove Albion;1;0
1210;31.03.2018 14:00;English first division;2018;349;Brighton & Hove Albion;Leicester City;Leicester City;0;2
1232;4.03.2018 13:30;English first division;2018;349;Brighton & Hove Albion;Arsenal;Brighton & Hove Albion;2;1
1245;24.02.2018 15:00;English first division;2018;349;Brighton & Hove Albion;Swansea City;Brighton & Hove Albion;4;1
1265;3.02.2018 15:00;English first division;2018;349;Brighton & Hove Albion;West Ham United;Brighton & Hove Albion;3;1
1289;20.01.2018 12:30;English first division;2018;349;Brighton & Hove Albion;Chelsea;Chelsea;0;4
1332;23.12.2017 15:00;English first division;2017;349;Brighton & Hove Albion;Watford;Brighton & Hove Albion;1;0
1373;2.12.2017 15:00;English first division;2017;349;Brighton & Hove Albion;Liverpool;Liverpool;1;5
1461;24.09.2017 15:00;English first division;2017;349;Brighton & Hove Albion;Newcastle United;Brighton & Hove Albion;1;0
1485;9.09.2017 14:00;English first division;2017;349;Brighton & Hove Albion;West Bromwich Albion;Brighton & Hove Albion;3;1
1163;5.05.2018 14:00;English first division;2018;437;West Bromwich Albion;Tottenham Hotspur;West Bromwich Albion;1;0
1214;31.03.2018 14:00;English first division;2018;437;West Bromwich Albion;Burnley;Burnley;1;2
1227;10.03.2018 15:00;English first division;2018;437;West Bromwich Albion;Leicester City;Leicester City;1;4
1248;24.02.2018 15:00;English first division;2018;437;West Bromwich Albion;Huddersfield Town;Huddersfield Town;1;2
1299;13.01.2018 15:00;English first division;2018;437;West Bromwich Albion;Brighton & Hove Albion;West Bromwich Albion;2;0
1342;17.12.2017 14:15;English first division;2017;437;West Bromwich Albion;Manchester United;Manchester United;1;2
1408;18.11.2017 15:00;English first division;2017;437;West Bromwich Albion;Chelsea;Chelsea;0;4
1428;28.10.2017 14:00;English first division;2017;437;West Bromwich Albion;Manchester City;Manchester City;2;3
1517;12.08.2017 14:00;English first division;2017;437;West Bromwich Albion;AFC Bournemouth;West Bromwich Albion;1;0
1172;28.04.2018 14:00;English first division;2018;386;Huddersfield Town;Everton;Everton;0;2
1193;14.04.2018 14:00;English first division;2018;386;Huddersfield Town;Watford;Huddersfield Town;1;0
1218;17.03.2018 15:00;English first division;2018;386;Huddersfield Town;Crystal Palace;Crystal Palace;0;2
1277;30.01.2018 20:00;English first division;2018;386;Huddersfield Town;Liverpool;Liverpool;0;3
1296;13.01.2018 15:00;English first division;2018;386;Huddersfield Town;West Ham United;West Ham United;1;4
1357;12.12.2017 20:00;English first division;2017;386;Huddersfield Town;Chelsea;Chelsea;1;3
1366;9.12.2017 15:00;English first division;2017;386;Huddersfield Town;Brighton & Hove Albion;Huddersfield Town;2;0
1390;26.11.2017 16:00;English first division;2017;386;Huddersfield Town;Manchester City;Manchester City;1;2
1415;4.11.2017 15:00;English first division;2017;386;Huddersfield Town;West Bromwich Albion;Huddersfield Town;1;0
1433;21.10.2017 14:00;English first division;2017;386;Huddersfield Town;Manchester United;Huddersfield Town;2;1
1459;30.09.2017 11:30;English first division;2017;386;Huddersfield Town;Tottenham Hotspur;Tottenham Hotspur;0;4
1502;20.08.2017 12:30;English first division;2017;386;Huddersfield Town;Newcastle United;Huddersfield Town;1;0
1140;13.05.2018 14:00;English first division;2018;443;Burnley;AFC Bournemouth;AFC Bournemouth;1;2
1182;19.04.2018 18:45;English first division;2018;443;Burnley;Chelsea;Chelsea;1;2
1191;14.04.2018 14:00;English first division;2018;443;Burnley;Leicester City;Burnley;2;1
1239;3.03.2018 12:30;English first division;2018;443;Burnley;Everton;Burnley;2;1
1284;20.01.2018 15:00;English first division;2018;443;Burnley;Manchester United;Manchester United;0;1
1307;1.01.2018 15:00;English first division;2018;443;Burnley;Liverpool;Liverpool;1;2
1359;12.12.2017 19:45;English first division;2017;443;Burnley;Stoke City;Burnley;1;0
1364;9.12.2017 15:00;English first division;2017;443;Burnley;Watford;Burnley;1;0
1391;26.11.2017 14:00;English first division;2017;443;Burnley;Arsenal;Arsenal;0;1
1404;18.11.2017 15:00;English first division;2017;443;Burnley;Swansea City;Burnley;2;0
1420;30.10.2017 20:00;English first division;2017;443;Burnley;Newcastle United;Burnley;1;0
1505;19.08.2017 14:00;English first division;2017;443;Burnley;West Bromwich Albion;West Bromwich Albion;0;1
1524;12.05.2018 13:30;German first division;2018;612;Schalke 04;Eintracht Frankfurt;Schalke 04;1;0
1558;15.04.2018 13:30;German first division;2018;612;Schalke 04;Borussia Dortmund;Schalke 04;2;0
1579;31.03.2018 13:30;German first division;2018;612;Schalke 04;Freiburg;Schalke 04;2;0
1604;3.03.2018 14:30;German first division;2018;612;Schalke 04;Hertha BSC;Schalke 04;1;0
1642;3.02.2018 14:30;German first division;2018;612;Schalke 04;Werder Bremen;Werder Bremen;1;2
1684;13.12.2017 19:30;German first division;2017;612;Schalke 04;Augsburg;Schalke 04;3;2
1719;19.11.2017 14:30;German first division;2017;612;Schalke 04;Hamburger SV;Schalke 04;2;0
1753;20.10.2017 18:30;German first division;2017;612;Schalke 04;Mainz 05;Schalke 04;2;0
1786;19.09.2017 18:30;German first division;2017;612;Schalke 04;Bayern Munchen;Bayern Munchen;0;3
1799;10.09.2017 16:00;German first division;2017;612;Schalke 04;Stuttgart;Schalke 04;3;1
1819;19.08.2017 16:30;German first division;2017;612;Schalke 04;RB Leipzig;Schalke 04;2;0
1162;5.05.2018 14:00;English first division;2018;446;Watford;Newcastle United;Watford;2;1
1203;7.04.2018 14:00;English first division;2018;446;Watford;Burnley;Burnley;1;2
1238;3.03.2018 15:00;English first division;2018;446;Watford;West Bromwich Albion;Watford;1;0
1260;5.02.2018 20:00;English first division;2018;446;Watford;Chelsea;Watford;4;1
1319;30.12.2017 15:00;English first division;2017;446;Watford;Swansea City;Swansea City;1;2
1327;26.12.2017 15:00;English first division;2017;446;Watford;Leicester City;Watford;2;1
1386;28.11.2017 20:00;English first division;2017;446;Watford;Manchester United;Manchester United;2;4
1401;19.11.2017 16:00;English first division;2017;446;Watford;West Ham United;Watford;2;0
1443;14.10.2017 16:30;English first division;2017;446;Watford;Arsenal;Watford;2;1
1476;16.09.2017 14:00;English first division;2017;446;Watford;Manchester City;Manchester City;0;6
1160;5.05.2018 14:00;English first division;2018;450;AFC Bournemouth;Swansea City;AFC Bournemouth;1;0
1184;18.04.2018 18:45;English first division;2018;450;AFC Bournemouth;Manchester United;Manchester United;0;2
1217;17.03.2018 14:00;English first division;2018;450;AFC Bournemouth;West Bromwich Albion;AFC Bournemouth;2;1
1221;11.03.2018 16:00;English first division;2018;450;AFC Bournemouth;Tottenham Hotspur;Tottenham Hotspur;1;4
1264;3.02.2018 15:00;English first division;2018;450;AFC Bournemouth;Stoke City;AFC Bournemouth;2;1
1292;14.01.2018 13:30;English first division;2018;450;AFC Bournemouth;Arsenal;AFC Bournemouth;2;1
1314;30.12.2017 15:00;English first division;2017;450;AFC Bournemouth;Everton;AFC Bournemouth;2;1
1341;17.12.2017 16:30;English first division;2017;450;AFC Bournemouth;Liverpool;Liverpool;0;4
1383;29.11.2017 19:45;English first division;2017;450;AFC Bournemouth;Burnley;Burnley;1;2
1403;18.11.2017 15:00;English first division;2017;450;AFC Bournemouth;Huddersfield Town;AFC Bournemouth;4;0
1423;28.10.2017 16:30;English first division;2017;450;AFC Bournemouth;Chelsea;Chelsea;0;1
1479;15.09.2017 19:00;English first division;2017;450;AFC Bournemouth;Brighton & Hove Albion;AFC Bournemouth;2;1
1499;26.08.2017 11:30;English first division;2017;450;AFC Bournemouth;Manchester City;Manchester City;1;2
1504;19.08.2017 14:00;English first division;2017;450;AFC Bournemouth;Watford;Watford;0;2
1526;12.05.2018 13:30;German first division;2018;615;Hamburger SV;Borussia M'gladbach;Hamburger SV;2;1
1552;21.04.2018 13:30;German first division;2018;615;Hamburger SV;Freiburg;Hamburger SV;1;0
1590;17.03.2018 14:30;German first division;2018;615;Hamburger SV;Hertha BSC;Hertha BSC;1;2
1625;17.02.2018 14:30;German first division;2018;615;Hamburger SV;Bayer Leverkusen;Bayer Leverkusen;1;2
1657;20.01.2018 17:30;German first division;2018;615;Hamburger SV;Koln;Koln;0;2
1687;12.12.2017 19:30;German first division;2017;615;Hamburger SV;Eintracht Frankfurt;Eintracht Frankfurt;1;2
1710;26.11.2017 14:30;German first division;2017;615;Hamburger SV;Hoffenheim;Hamburger SV;3;0
1734;4.11.2017 14:30;German first division;2017;615;Hamburger SV;Stuttgart;Hamburger SV;3;1
1748;21.10.2017 16:30;German first division;2017;615;Hamburger SV;Bayern Munchen;Bayern Munchen;0;1
1783;20.09.2017 18:30;German first division;2017;615;Hamburger SV;Borussia Dortmund;Borussia Dortmund;0;3
1807;8.09.2017 18:30;German first division;2017;615;Hamburger SV;RB Leipzig;RB Leipzig;0;2
1822;19.08.2017 13:30;German first division;2017;615;Hamburger SV;Augsburg;Hamburger SV;1;0
1528;12.05.2018 13:30;German first division;2018;616;Wolfsburg;Koln;Wolfsburg;4;1
1545;28.04.2018 13:30;German first division;2018;616;Wolfsburg;Hamburger SV;Hamburger SV;1;3
1586;17.03.2018 17:30;German first division;2018;616;Wolfsburg;Schalke 04;Schalke 04;0;1
1608;3.03.2018 14:30;German first division;2018;616;Wolfsburg;Bayer Leverkusen;Bayer Leverkusen;1;2
1626;17.02.2018 14:30;German first division;2018;616;Wolfsburg;Bayern Munchen;Bayern Munchen;1;2
1662;20.01.2018 14:30;German first division;2018;616;Wolfsburg;Eintracht Frankfurt;Eintracht Frankfurt;1;3
1700;3.12.2017 17:00;German first division;2017;616;Wolfsburg;Borussia M'gladbach;Wolfsburg;3;0
1725;18.11.2017 14:30;German first division;2017;616;Wolfsburg;Freiburg;Wolfsburg;3;1
1824;19.08.2017 13:30;German first division;2017;616;Wolfsburg;Borussia Dortmund;Borussia Dortmund;0;3
1148;13.05.2018 14:00;English first division;2018;451;Tottenham Hotspur;Leicester City;Tottenham Hotspur;5;4
1152;9.05.2018 19:00;English first division;2018;451;Tottenham Hotspur;Newcastle United;Tottenham Hotspur;1;0
