id;dateutc;competition;season; stadiums_id;home_club;away_club;winner;goal_by_home_club;goal_by_away_club
128;24.02.2018 19:45;Italian first division;2018;781;Internazionale;Benevento;Internazionale;2;0
131;18.02.2018 19:45;Italian first division;2018;781;Milan;Sampdoria;Milan;1;0
141;11.02.2018 14:00;Italian first division;2018;781;Internazionale;Bologna;Internazionale;2;1
161;28.01.2018 17:00;Italian first division;2018;781;Milan;Lazio;Milan;2;1
184;6.01.2018 14:00;Italian first division;2018;781;Milan;Crotone;Milan;1;0
203;23.12.2017 17:00;Italian first division;2017;781;Milan;Atalanta;Atalanta;0;2
221;16.12.2017 14:00;Italian first division;2017;781;Internazionale;Udinese;Udinese;1;3
224;10.12.2017 19:45;Italian first division;2017;781;Milan;Bologna;Milan;2;1
237;3.12.2017 14:00;Italian first division;2017;781;Internazionale;Chievo;Internazionale;5;0
253;19.11.2017 19:45;Italian first division;2017;781;Internazionale;Atalanta;Internazionale;2;0
280;28.10.2017 16:00;Italian first division;2017;781;Milan;Juventus;Juventus;0;2
290;24.10.2017 18:45;Italian first division;2017;781;Internazionale;Sampdoria;Internazionale;3;2
302;15.10.2017 18:45;Italian first division;2017;781;Internazionale;Milan;Internazionale;3;2
312;1.10.2017 16:00;Italian first division;2017;781;Milan;Roma;Roma;0;2
326;24.09.2017 13:00;Italian first division;2017;781;Internazionale;Genoa;Internazionale;1;0
337;20.09.2017 18:45;Italian first division;2017;781;Milan;SPAL;Milan;2;0
343;17.09.2017 13:00;Italian first division;2017;781;Milan;Udinese;Milan;2;1
358;10.09.2017 10:30;Italian first division;2017;781;Internazionale;SPAL;Internazionale;2;0
363;27.08.2017 18:45;Italian first division;2017;781;Milan;Cagliari;Milan;2;1
372;20.08.2017 18:45;Italian first division;2017;781;Internazionale;Fiorentina;Internazionale;3;0
2;20.05.2018 16:00;Italian first division;2018;739;Cagliari;Atalanta;Cagliari;1;0
20;6.05.2018 18:45;Italian first division;2018;739;Cagliari;Roma;Roma;0;1
69;14.04.2018 13:00;Italian first division;2018;739;Cagliari;Udinese;Cagliari;2;1
94;31.03.2018 13:00;Italian first division;2018;739;Cagliari;Torino;Torino;0;4
121;26.02.2018 19:45;Italian first division;2018;739;Cagliari;Napoli;Napoli;0;5
156;4.02.2018 14:00;Italian first division;2018;739;Cagliari;SPAL;Cagliari;2;0
174;21.01.2018 17:00;Italian first division;2018;739;Cagliari;Milan;Milan;1;2
182;6.01.2018 19:45;Italian first division;2018;739;Cagliari;Juventus;Juventus;0;1
210;22.12.2017 19:45;Italian first division;2017;739;Cagliari;Fiorentina;Fiorentina;0;1
248;25.11.2017 19:45;Italian first division;2017;739;Cagliari;Internazionale;Internazionale;1;3
264;5.11.2017 14:00;Italian first division;2017;739;Cagliari;Hellas Verona;Cagliari;2;1
282;25.10.2017 18:45;Italian first division;2017;739;Cagliari;Benevento;Cagliari;2;1
304;15.10.2017 13:00;Italian first division;2017;739;Cagliari;Genoa;Genoa;2;3
323;24.09.2017 13:00;Italian first division;2017;739;Cagliari;Chievo;Chievo;0;2
332;20.09.2017 18:45;Italian first division;2017;739;Cagliari;Sassuolo;Sassuolo;0;1
355;10.09.2017 13:00;Italian first division;2017;739;Cagliari;Crotone;Cagliari;1;0
1523;12.05.2018 13:30;German first division;2018;594;Freiburg;Augsburg;Freiburg;2;0
1543;28.04.2018 13:30;German first division;2018;594;Freiburg;Koln;Freiburg;3;2
1570;7.04.2018 13:30;German first division;2018;594;Freiburg;Wolfsburg;Wolfsburg;0;2
1591;16.03.2018 19:30;German first division;2018;594;Freiburg;Stuttgart;Stuttgart;1;2
1601;4.03.2018 17:00;German first division;2018;594;Freiburg;Bayern Munchen;Bayern Munchen;0;4
1624;17.02.2018 14:30;German first division;2018;594;Freiburg;Werder Bremen;Freiburg;1;0
1659;20.01.2018 14:30;German first division;2018;594;Freiburg;RB Leipzig;Freiburg;2;1
1689;12.12.2017 19:30;German first division;2017;594;Freiburg;Borussia M'gladbach;Freiburg;1;0
1714;25.11.2017 14:30;German first division;2017;594;Freiburg;Mainz 05;Freiburg;2;1
1731;4.11.2017 14:30;German first division;2017;594;Freiburg;Schalke 04;Schalke 04;0;1
1765;1.10.2017 11:30;German first division;2017;594;Freiburg;Hoffenheim;Freiburg;3;2
1141;13.05.2018 14:00;English first division;2018;422;Crystal Palace;West Bromwich Albion;Crystal Palace;2;0
1171;28.04.2018 14:00;English first division;2018;422;Crystal Palace;Leicester City;Crystal Palace;5;0
1192;14.04.2018 14:00;English first division;2018;422;Crystal Palace;Brighton & Hove Albion;Crystal Palace;3;2
1215;31.03.2018 11:30;English first division;2018;422;Crystal Palace;Liverpool;Liverpool;1;2
1230;5.03.2018 20:00;English first division;2018;422;Crystal Palace;Manchester United;Manchester United;2;3
1242;25.02.2018 12:00;English first division;2018;422;Crystal Palace;Tottenham Hotspur;Tottenham Hotspur;0;1
1358;12.12.2017 20:00;English first division;2017;422;Crystal Palace;Watford;Crystal Palace;2;1
1394;25.11.2017 15:00;English first division;2017;422;Crystal Palace;Stoke City;Crystal Palace;2;1
1445;14.10.2017 14:00;English first division;2017;422;Crystal Palace;Chelsea;Crystal Palace;2;1
1478;16.09.2017 11:30;English first division;2017;422;Crystal Palace;Southampton;Southampton;0;1
1495;26.08.2017 14:00;English first division;2017;422;Crystal Palace;Swansea City;Swansea City;0;2
1514;12.08.2017 14:00;English first division;2017;422;Crystal Palace;Huddersfield Town;Huddersfield Town;0;3
1529;5.05.2018 13:30;German first division;2018;596;Borussia Dortmund;Mainz 05;Mainz 05;1;2
1549;21.04.2018 16:30;German first division;2018;596;Borussia Dortmund;Bayer Leverkusen;Borussia Dortmund;4;0
1567;8.04.2018 13:30;German first division;2018;596;Borussia Dortmund;Stuttgart;Borussia Dortmund;3;0
1585;18.03.2018 12:30;German first division;2018;596;Borussia Dortmund;Hannover 96;Borussia Dortmund;1;0
1593;11.03.2018 17:00;German first division;2018;596;Borussia Dortmund;Eintracht Frankfurt;Borussia Dortmund;3;2
1631;10.02.2018 14:30;German first division;2018;596;Borussia Dortmund;Hamburger SV;Borussia Dortmund;2;0
1675;16.12.2017 17:30;German first division;2017;596;Borussia Dortmund;Hoffenheim;Borussia Dortmund;2;1
1695;9.12.2017 14:30;German first division;2017;596;Borussia Dortmund;Werder Bremen;Werder Bremen;1;2
1729;4.11.2017 17:30;German first division;2017;596;Borussia Dortmund;Bayern Munchen;Bayern Munchen;1;3
1756;14.10.2017 16:30;German first division;2017;596;Borussia Dortmund;RB Leipzig;RB Leipzig;2;3
1774;23.09.2017 16:30;German first division;2017;596;Borussia Dortmund;Borussia M'gladbach;Borussia Dortmund;6;1
1790;17.09.2017 16:00;German first division;2017;596;Borussia Dortmund;Koln;Borussia Dortmund;5;0
1810;26.08.2017 16:30;German first division;2017;596;Borussia Dortmund;Hertha BSC;Borussia Dortmund;2;0
1145;13.05.2018 14:00;English first division;2018;428;Newcastle United;Chelsea;Newcastle United;3;0
1173;28.04.2018 14:00;English first division;2018;428;Newcastle United;West Bromwich Albion;West Bromwich Albion;0;1
1188;15.04.2018 12:30;English first division;2018;428;Newcastle United;Arsenal;Newcastle United;2;1
1212;31.03.2018 14:00;English first division;2018;428;Newcastle United;Huddersfield Town;Newcastle United;1;0
1226;10.03.2018 15:00;English first division;2018;428;Newcastle United;Southampton;Newcastle United;3;0
1252;11.02.2018 14:15;English first division;2018;428;Newcastle United;Manchester United;Newcastle United;1;0
1321;27.12.2017 19:45;English first division;2017;428;Newcastle United;Manchester City;Manchester City;0;1
1355;13.12.2017 19:45;English first division;2017;428;Newcastle United;Everton;Everton;0;1
1363;9.12.2017 17:30;English first division;2017;428;Newcastle United;Leicester City;Leicester City;2;3
1396;25.11.2017 15:00;English first division;2017;428;Newcastle United;Watford;Watford;0;3
1416;4.11.2017 15:00;English first division;2017;428;Newcastle United;AFC Bournemouth;AFC Bournemouth;0;1
1435;21.10.2017 14:00;English first division;2017;428;Newcastle United;Crystal Palace;Newcastle United;1;0
1475;16.09.2017 14:00;English first division;2017;428;Newcastle United;Stoke City;Newcastle United;2;1
1497;26.08.2017 14:00;English first division;2017;428;Newcastle United;West Ham United;Newcastle United;3;0
1511;13.08.2017 12:30;English first division;2017;428;Newcastle United;Tottenham Hotspur;Tottenham Hotspur;0;2
1146;13.05.2018 14:00;English first division;2018;429;Southampton;Manchester City;Manchester City;0;1
1174;28.04.2018 14:00;English first division;2018;429;Southampton;AFC Bournemouth;Southampton;2;1
1195;14.04.2018 11:30;English first division;2018;429;Southampton;Chelsea;Chelsea;2;3
1251;11.02.2018 16:30;English first division;2018;429;Southampton;Liverpool;Liverpool;0;2
1305;2.01.2018 19:45;English first division;2018;429;Southampton;Crystal Palace;Crystal Palace;1;2
1356;13.12.2017 19:45;English first division;2017;429;Southampton;Leicester City;Leicester City;1;4
1392;26.11.2017 13:30;English first division;2017;429;Southampton;Everton;Southampton;4;1
1417;4.11.2017 15:00;English first division;2017;429;Southampton;Burnley;Burnley;0;1
1432;21.10.2017 16:30;English first division;2017;429;Southampton;West Bromwich Albion;Southampton;1;0
1466;23.09.2017 14:00;English first division;2017;429;Southampton;Manchester United;Manchester United;0;1
1488;9.09.2017 14:00;English first division;2017;429;Southampton;Watford;Watford;0;2
1508;19.08.2017 14:00;English first division;2017;429;Southampton;West Ham United;Southampton;3;2
385;19.05.2018 19:00;French first division;2018;490;Nantes;Strasbourg;Nantes;1;0
404;6.05.2018 15:00;French first division;2018;490;Nantes;Montpellier;Montpellier;0;2
454;1.04.2018 15:00;French first division;2018;490;Nantes;Saint;Saint-Etienne;0;3
476;10.03.2018 19:00;French first division;2018;490;Nantes;Troyes;Nantes;1;0
496;24.02.2018 19:00;French first division;2018;490;Nantes;Amiens SC;Amiens SC;0;1
560;14.01.2018 20:00;French first division;2018;490;Nantes;PSG;PSG;0;1
582;17.12.2017 14:00;French first division;2017;490;Nantes;Angers SCO;Nantes;1;0
591;10.12.2017 16:00;French first division;2017;490;Nantes;Nice;Nice;1;2
615;29.11.2017 18:00;French first division;2017;490;Nantes;Monaco;Nantes;1;0
647;4.11.2017 19:00;French first division;2017;490;Nantes;Toulouse;Nantes;2;1
667;21.10.2017 18:00;French first division;2017;490;Nantes;Guingamp;Nantes;2;1
686;30.09.2017 18:00;French first division;2017;490;Nantes;Metz;Nantes;1;0
706;16.09.2017 18:00;French first division;2017;490;Nantes;Caen;Nantes;1;0
747;12.08.2017 15:00;French first division;2017;490;Nantes;Olympique Marseille;Olympique Marseille;0;1
390;12.05.2018 19:00;French first division;2018;484;Amiens SC;Metz;Amiens SC;2;0
424;21.04.2018 18:00;French first division;2018;484;Amiens SC;Strasbourg;Amiens SC;3;1
443;7.04.2018 18:00;French first division;2018;484;Amiens SC;Caen;Amiens SC;3;0
483;3.03.2018 19:00;French first division;2018;484;Amiens SC;Rennes;Rennes;0;2
524;3.02.2018 19:00;French first division;2018;484;Amiens SC;Saint;Saint-Etienne;0;2
543;20.01.2018 19:00;French first division;2018;484;Amiens SC;Guingamp;Amiens SC;3;1
574;20.12.2017 19:50;French first division;2017;484;Amiens SC;Nantes;Nantes;0;1
592;10.12.2017 14:00;French first division;2017;484;Amiens SC;Olympique Lyonnais;Olympique Lyonnais;1;2
618;28.11.2017 18:00;French first division;2017;484;Amiens SC;Dijon;Amiens SC;2;1
630;20.11.2017 18:00;French first division;2017;484;Amiens SC;Lille;Amiens SC;3;0
664;21.10.2017 18:00;French first division;2017;484;Amiens SC;Bordeaux;Amiens SC;1;0
703;17.09.2017 13:00;French first division;2017;484;Amiens SC;Olympique Marseille;Olympique Marseille;0;2
723;26.08.2017 18:00;French first division;2017;484;Amiens SC;Nice;Amiens SC;3;0
743;12.08.2017 18:00;French first division;2017;484;Amiens SC;Angers SCO;Angers;0;2
398;12.05.2018 18:00;French first division;2018;493;Strasbourg;Olympique Lyonnais;Strasbourg;3;2
437;14.04.2018 18:00;French first division;2018;493;Strasbourg;Saint;Saint-Etienne;0;1
479;9.03.2018 19:45;French first division;2018;493;Strasbourg;Monaco;Monaco;1;3
527;3.02.2018 19:00;French first division;2018;493;Strasbourg;Bordeaux;Bordeaux;0;2
569;12.01.2018 19:45;French first division;2018;493;Strasbourg;Guingamp;Guingamp;0;2
586;16.12.2017 19:00;French first division;2017;493;Strasbourg;Toulouse;Strasbourg;2;1
608;2.12.2017 16:00;French first division;2017;493;Strasbourg;PSG;Strasbourg;2;1
636;18.11.2017 19:00;French first division;2017;493;Strasbourg;Rennes;Strasbourg;2;1
691;24.09.2017 15:00;French first division;2017;493;Strasbourg;Nantes;Nantes;1;2
715;9.09.2017 18:00;French first division;2017;493;Strasbourg;Amiens SC;Amiens SC;0;1
742;13.08.2017 13:00;French first division;2017;493;Strasbourg;Lille;Strasbourg;3;0
419;27.04.2018 18:45;French first division;2018;494;Montpellier;Saint;Saint-Etienne;0;1
433;15.04.2018 13:00;French first division;2018;494;Montpellier;Bordeaux;Bordeaux;1;3
525;3.02.2018 19:00;French first division;2018;494;Montpellier;Angers SCO;Montpellier;2;1
544;20.01.2018 19:00;French first division;2018;494;Montpellier;Toulouse;Montpellier;2;1
583;16.12.2017 19:00;French first division;2017;494;Montpellier;Metz;Metz;1;3
626;25.11.2017 19:00;French first division;2017;494;Montpellier;Lille;Montpellier;3;0
657;28.10.2017 18:00;French first division;2017;494;Montpellier;Rennes;Rennes;0;1
672;15.10.2017 15:00;French first division;2017;494;Montpellier;Nice;Montpellier;2;0
714;9.09.2017 18:00;French first division;2017;494;Montpellier;Nantes;Nantes;0;1
755;5.08.2017 18:00;French first division;2017;494;Montpellier;Caen;Montpellier;1;0
389;19.05.2018 19:00;French first division;2018;487;Troyes;Monaco;Monaco;0;3
417;28.04.2018 18:00;French first division;2018;487;Troyes;Caen;Troyes;3;1
432;15.04.2018 15:00;French first division;2018;487;Troyes;Olympique Marseille;Olympique Marseille;2;3
456;1.04.2018 15:00;French first division;2018;487;Troyes;Nice;Nice;0;2
487;3.03.2018 16:00;French first division;2018;487;Troyes;PSG;PSG;0;2
508;17.02.2018 19:00;French first division;2018;487;Troyes;Metz;Troyes;1;0
567;13.01.2018 19:00;French first division;2018;487;Troyes;Bordeaux;Bordeaux;0;1
587;16.12.2017 19:00;French first division;2017;487;Troyes;Amiens SC;Troyes;1;0
607;2.12.2017 19:00;French first division;2017;487;Troyes;Guingamp;Guingamp;0;1
627;25.11.2017 19:00;French first division;2017;487;Troyes;Angers SCO;Troyes;3;0
648;4.11.2017 19:00;French first division;2017;487;Troyes;Strasbourg;Troyes;3;0
662;22.10.2017 15:00;French first division;2017;487;Troyes;Olympique Lyonnais;Olympique Lyonnais;0;5
683;1.10.2017 13:00;French first division;2017;487;Troyes;Saint;Troyes;2;1
707;16.09.2017 18:00;French first division;2017;487;Troyes;Montpellier;Montpellier;0;1
737;19.08.2017 18:00;French first division;2017;487;Troyes;Nantes;Nantes;0;1
425;21.04.2018 18:00;French first division;2018;495;Guingamp;Monaco;Guingamp;3;1
446;7.04.2018 18:00;French first division;2018;495;Guingamp;Troyes;Guingamp;4;0
457;1.04.2018 13:00;French first division;2018;495;Guingamp;Bordeaux;Guingamp;2;1
472;11.03.2018 14:00;French first division;2018;495;Guingamp;Nice;Nice;2;5
534;27.01.2018 19:00;French first division;2018;495;Guingamp;Nantes;Nantes;0;3
553;17.01.2018 18:00;French first division;2018;495;Guingamp;Olympique Lyonnais;Olympique Lyonnais;0;2
576;20.12.2017 19:50;French first division;2017;495;Guingamp;Saint;Guingamp;2;1
594;9.12.2017 19:00;French first division;2017;495;Guingamp;Dijon;Guingamp;4;0
675;14.10.2017 18:00;French first division;2017;495;Guingamp;Rennes;Guingamp;2;0
705;16.09.2017 18:00;French first division;2017;495;Guingamp;Lille;Guingamp;1;0
722;27.08.2017 13:00;French first division;2017;495;Guingamp;Strasbourg;Guingamp;2;0
740;13.08.2017 19:00;French first division;2017;495;Guingamp;PSG;PSG;0;3
402;6.05.2018 15:00;French first division;2018;505;Dijon;Guingamp;Dijon;3;1
429;20.04.2018 19:00;French first division;2018;505;Dijon;Olympique Lyonnais;Olympique Lyonnais;2;5
458;31.03.2018 15:00;French first division;2018;505;Dijon;Olympique Marseille;Olympique Marseille;1;3
493;24.02.2018 19:00;French first division;2018;505;Dijon;Caen;Dijon;2;0
516;10.02.2018 19:00;French first division;2018;505;Dijon;Nice;Dijon;3;2
539;26.01.2018 19:45;French first division;2018;505;Dijon;Rennes;Dijon;2;1
585;16.12.2017 19:00;French first division;2017;505;Dijon;Lille;Dijon;3;0
609;1.12.2017 19:45;French first division;2017;505;Dijon;Bordeaux;Dijon;3;2
624;25.11.2017 19:00;French first division;2017;505;Dijon;Toulouse;Dijon;3;1
634;18.11.2017 19:00;French first division;2017;505;Dijon;Troyes;Dijon;3;1
655;28.10.2017 18:00;French first division;2017;505;Dijon;Nantes;Dijon;1;0
679;14.10.2017 15:00;French first division;2017;505;Dijon;PSG;PSG;1;2
704;16.09.2017 18:00;French first division;2017;505;Dijon;Saint;Saint-Etienne;0;1
726;26.08.2017 18:00;French first division;2017;505;Dijon;Montpellier;Dijon;2;1
741;13.08.2017 15:00;French first division;2017;505;Dijon;Monaco;Monaco;1;4
387;19.05.2018 19:00;French first division;2018;506;Saint-Etienne;Etienne;Saint-Etienne;5;0
408;6.05.2018 13:00;French first division;2018;506;Saint-Etienne;Bordeaux;Bordeaux;1;3
422;22.04.2018 15:00;French first division;2018;506;Saint-Etienne;Etienne;Saint-Etienne;2;1
460;18.03.2018 16:00;French first division;2018;506;Saint-Etienne;Etienne;Saint-Etienne;2;0
536;27.01.2018 19:00;French first division;2018;506;Saint-Etienne;Etienne;Saint-Etienne;2;1
562;14.01.2018 14:00;French first division;2018;506;Saint-Etienne;Etienne;Saint-Etienne;2;0
589;15.12.2017 19:45;French first division;2017;506;Saint-Etienne;Monaco;Monaco;0;4
641;5.11.2017 20:00;French first division;2017;506;Saint-Etienne;Olympique Lyonnais;Olympique Lyonnais;0;5
670;20.10.2017 18:45;French first division;2017;506;Saint-Etienne;Montpellier;Montpellier;0;1
677;14.10.2017 18:00;French first division;2017;506;Saint-Etienne;Etienne;Saint-Etienne;3;1
736;19.08.2017 18:00;French first division;2017;506;Saint-Etienne;Etienne;Saint-Etienne;3;0
756;5.08.2017 18:00;French first division;2017;506;Saint-Etienne;Etienne;Saint-Etienne;1;0
394;12.05.2018 18:00;French first division;2018;510;Monaco;Saint-Etienne;Monaco;1;0
448;7.04.2018 15:00;French first division;2018;510;Monaco;Nantes;Monaco;2;1
468;16.03.2018 19:45;French first division;2018;510;Monaco;Lille;Monaco;2;1
488;2.03.2018 18:45;French first division;2018;510;Monaco;Bordeaux;Monaco;2;1
510;16.02.2018 19:45;French first division;2018;510;Monaco;Dijon;Monaco;4;0
521;4.02.2018 20:00;French first division;2018;510;Monaco;Olympique Lyonnais;Monaco;3;2
541;21.01.2018 16:00;French first division;2018;510;Monaco;Metz;Monaco;3;1
578;20.12.2017 19:50;French first division;2017;510;Monaco;Rennes;Monaco;2;1
596;9.12.2017 19:00;French first division;2017;510;Monaco;Troyes;Monaco;3;2
604;2.12.2017 19:00;French first division;2017;510;Monaco;Angers SCO;Monaco;1;0
620;26.11.2017 20:00;French first division;2017;510;Monaco;PSG;PSG;1;2
645;4.11.2017 19:00;French first division;2017;510;Monaco;Guingamp;Monaco;6;0
669;21.10.2017 15:00;French first division;2017;510;Monaco;Caen;Monaco;2;0
708;16.09.2017 15:00;French first division;2017;510;Monaco;Strasbourg;Monaco;3;0
720;27.08.2017 19:00;French first division;2017;510;Monaco;Olympique Marseille;Monaco;6;1
759;4.08.2017 18:45;French first division;2017;510;Monaco;Toulouse;Monaco;3;2
392;12.05.2018 19:00;French first division;2018;475;Bordeaux;Toulouse;Bordeaux;4;2
413;28.04.2018 18:00;French first division;2018;475;Bordeaux;Dijon;Bordeaux;3;1
421;22.04.2018 19:00;French first division;2018;475;Bordeaux;PSG;PSG;0;1
445;7.04.2018 18:00;French first division;2018;475;Bordeaux;Lille;Bordeaux;2;1
467;17.03.2018 16:00;French first division;2018;475;Bordeaux;Rennes;Rennes;0;2
515;10.02.2018 19:00;French first division;2018;475;Bordeaux;Amiens SC;Bordeaux;3;2
531;28.01.2018 16:00;French first division;2018;475;Bordeaux;Olympique Lyonnais;Bordeaux;3;1
558;16.01.2018 18:00;French first division;2018;475;Bordeaux;Caen;Caen;0;2
575;20.12.2017 19:50;French first division;2017;475;Bordeaux;Montpellier;Montpellier;0;2
599;8.12.2017 19:45;French first division;2017;475;Bordeaux;Strasbourg;Strasbourg;0;3
617;28.11.2017 20:00;French first division;2017;475;Bordeaux;Saint;Bordeaux;3;0
659;28.10.2017 15:00;French first division;2017;475;Bordeaux;Monaco;Monaco;0;2
693;23.09.2017 18:00;French first division;2017;475;Bordeaux;Guingamp;Bordeaux;3;1
724;26.08.2017 18:00;French first division;2017;475;Bordeaux;Troyes;Bordeaux;2;1
744;12.08.2017 18:00;French first division;2017;475;Bordeaux;Metz;Bordeaux;2;0
401;6.05.2018 15:00;French first division;2018;514;Caen;Monaco;Monaco;1;2
452;1.04.2018 15:00;French first division;2018;514;Caen;Montpellier;Montpellier;1;3
482;4.03.2018 14:00;French first division;2018;514;Caen;Strasbourg;Caen;2;0
522;4.02.2018 16:00;French first division;2018;514;Caen;Nantes;Caen;3;2
549;19.01.2018 19:45;French first division;2018;514;Caen;Olympique Marseille;Olympique Marseille;0;2
563;13.01.2018 19:00;French first division;2018;514;Caen;Lille;Lille;0;1
601;3.12.2017 16:00;French first division;2017;514;Caen;Olympique Lyonnais;Olympique Lyonnais;1;2
623;25.11.2017 19:00;French first division;2017;514;Caen;Bordeaux;Caen;1;0
654;28.10.2017 18:00;French first division;2017;514;Caen;Troyes;Caen;1;0
674;14.10.2017 18:00;French first division;2017;514;Caen;Angers SCO;Angers;0;2
694;23.09.2017 18:00;French first division;2017;514;Caen;Amiens SC;Caen;1;0
713;9.09.2017 18:00;French first division;2017;514;Caen;Dijon;Caen;2;1
725;26.08.2017 18:00;French first division;2017;514;Caen;Metz;Caen;1;0
745;12.08.2017 18:00;French first division;2017;514;Caen;Saint;Saint-Etienne;0;1
393;12.05.2018 19:00;French first division;2018;518;Lille;Dijon;Lille;2;1
414;28.04.2018 18:00;French first division;2018;518;Lille;Metz;Lille;3;1
453;1.04.2018 15:00;French first division;2018;518;Lille;Amiens SC;Amiens SC;0;1
495;24.02.2018 19:00;French first division;2018;518;Lille;Angers SCO;Angers;1;2
528;3.02.2018 16:00;French first division;2018;518;Lille;PSG;PSG;0;3
532;28.01.2018 14:00;French first division;2018;518;Lille;Strasbourg;Lille;2;1
554;17.01.2018 18:00;French first division;2018;518;Lille;Rennes;Rennes;1;2
603;2.12.2017 19:00;French first division;2017;518;Lille;Toulouse;Lille;1;0
640;17.11.2017 18:00;French first division;2017;518;Lille;Saint;Lille;3;1
651;29.10.2017 20:00;French first division;2017;518;Lille;Olympique Marseille;Olympique Marseille;0;1
698;22.09.2017 18:45;French first division;2017;518;Lille;Monaco;Monaco;0;4
732;20.08.2017 13:00;French first division;2017;518;Lille;Caen;Caen;0;2
752;6.08.2017 13:00;French first division;2017;518;Lille;Nantes;Lille;3;0
464;17.03.2018 19:00;French first division;2018;1824;Angers SCO;Caen;Angers;3;0
484;3.03.2018 19:00;French first division;2018;1824;Angers SCO;Guingamp;Angers;3;0
505;17.02.2018 19:00;French first division;2018;1824;Angers SCO;Saint;Saint-Etienne;0;1
514;10.02.2018 19:00;French first division;2018;1824;Angers SCO;Monaco;Monaco;0;4
533;27.01.2018 19:00;French first division;2018;1824;Angers SCO;Amiens SC;Angers;1;0
552;17.01.2018 18:00;French first division;2018;1824;Angers SCO;Troyes;Angers;3;1
570;20.12.2017 19:50;French first division;2017;1824;Angers SCO;Dijon;Angers;2;1
611;29.11.2017 18:00;French first division;2017;1824;Angers SCO;Rennes;Rennes;1;2
649;4.11.2017 16:00;French first division;2017;1824;Angers SCO;PSG;PSG;0;5
665;21.10.2017 18:00;French first division;2017;1824;Angers SCO;Toulouse;Toulouse;0;1
701;17.09.2017 15:00;French first division;2017;1824;Angers SCO;Metz;Metz;0;1
384;19.05.2018 19:00;French first division;2018;520;Metz;Bordeaux;Bordeaux;0;4
403;6.05.2018 15:00;French first division;2018;520;Metz;Angers SCO;Angers;1;2
441;8.04.2018 15:00;French first division;2018;520;Metz;Olympique Lyonnais;Olympique Lyonnais;0;5
518;10.02.2018 19:00;French first division;2018;520;Metz;Montpellier;Montpellier;0;1
535;27.01.2018 19:00;French first division;2018;520;Metz;Nice;Metz;2;1
555;17.01.2018 18:00;French first division;2018;520;Metz;Saint;Metz;3;0
577;20.12.2017 19:50;French first division;2017;520;Metz;Strasbourg;Metz;3;0
614;29.11.2017 18:00;French first division;2017;520;Metz;Olympique Marseille;Olympique Marseille;0;3
625;25.11.2017 19:00;French first division;2017;520;Metz;Amiens SC;Amiens SC;0;2
643;5.11.2017 16:00;French first division;2017;520;Metz;Lille;Lille;0;3
666;21.10.2017 18:00;French first division;2017;520;Metz;Dijon;Dijon;1;2
696;23.09.2017 18:00;French first division;2017;520;Metz;Troyes;Troyes;0;1
718;8.09.2017 18:45;French first division;2017;520;Metz;PSG;PSG;1;5
739;18.08.2017 18:45;French first division;2017;520;Metz;Monaco;Monaco;0;1
754;5.08.2017 18:00;French first division;2017;520;Metz;Guingamp;Guingamp;1;3
383;19.05.2018 19:00;French first division;2018;477;Olympique Marseille;Amiens SC;Olympique Marseille;2;1
400;6.05.2018 19:05;French first division;2018;477;Olympique Marseille;Nice;Olympique Marseille;2;1
428;21.04.2018 15:00;French first division;2018;477;Olympique Marseille;Lille;Olympique Marseille;5;1
459;18.03.2018 20:00;French first division;2018;477;Olympique Marseille;Olympique Lyonnais;Olympique Lyonnais;2;3
501;18.02.2018 20:00;French first division;2018;477;Olympique Marseille;Bordeaux;Olympique Marseille;1;0
529;2.02.2018 19:45;French first division;2018;477;Olympique Marseille;Metz;Olympique Marseille;6;3
559;16.01.2018 18:00;French first division;2018;477;Olympique Marseille;Strasbourg;Olympique Marseille;2;0
572;20.12.2017 19:50;French first division;2017;477;Olympique Marseille;Troyes;Olympique Marseille;3;1
590;10.12.2017 20:00;French first division;2017;477;Olympique Marseille;Saint;Olympique Marseille;3;0
621;26.11.2017 16:00;French first division;2017;477;Olympique Marseille;Guingamp;Olympique Marseille;1;0
642;5.11.2017 16:00;French first division;2017;477;Olympique Marseille;Caen;Olympique Marseille;5;0
690;24.09.2017 19:00;French first division;2017;477;Olympique Marseille;Toulouse;Olympique Marseille;2;0
710;10.09.2017 19:00;French first division;2017;477;Olympique Marseille;Rennes;Rennes;1;3
750;6.08.2017 19:00;French first division;2017;477;Olympique Marseille;Dijon;Olympique Marseille;3;0
13;13.05.2018 13:00;Italian first division;2018;745;Fiorentina;Cagliari;Cagliari;0;1
31;29.04.2018 16:00;Italian first division;2018;745;Fiorentina;Napoli;Fiorentina;3;0
54;18.04.2018 18:45;Italian first division;2018;745;Fiorentina;Lazio;Lazio;3;4
91;31.03.2018 13:00;Italian first division;2018;745;Fiorentina;Crotone;Fiorentina;2;0
115;11.03.2018 11:30;Italian first division;2018;745;Fiorentina;Benevento;Fiorentina;1;0
123;25.02.2018 14:00;Italian first division;2018;745;Fiorentina;Chievo;Fiorentina;1;0
149;9.02.2018 19:45;Italian first division;2018;745;Fiorentina;Juventus;Juventus;0;2
165;28.01.2018 14:00;Italian first division;2018;745;Fiorentina;Hellas Verona;Hellas Verona;1;4
236;3.12.2017 14:00;Italian first division;2017;745;Fiorentina;Sassuolo;Fiorentina;3;0
266;5.11.2017 14:00;Italian first division;2017;745;Fiorentina;Roma;Roma;2;4
